,Company,highratedfor,criticalratedfor,rating,reviews,salaries,interviews,jobs,companyCard,branches
3057,Treebo Hotels,"Job Security, Work Satisfaction, Promotions",,3.2,362,1.4k,28,121,Internet | Bengaluru +39 other locations,NA
3058,People Group,"Promotions, Work Satisfaction, Job Security",,3.4,362,1.5k,15,50,Internet | Mumbai +30 other locations,NA
3059,Computacenter,"Company Culture, Work Life Balance, Job Security",Promotions,3.9,362,2.7k,45,18,IT Services & Consulting | Bengaluru +10 other locations,NA
3060,SATTVA,"Work Life Balance, Job Security, Company Culture",Promotions,4.3,362,1.6k,30,--,Real Estate | Bengaluru +15 other locations,NA
3061,Phenom,"Company Culture, Work Life Balance, Promotions",,3.5,362,2.2k,65,13,Software Product | Hyderabad +5 other locations,NA
3062,Wagh Bakri Tea Group,"Work Life Balance, Job Security, Salary",,4.3,362,1.2k,29,5,Beverage | Ahmedabad +57 other locations,NA
3063,Ben Franklin Opticians,"Work Life Balance, Work Satisfaction, Company Culture",Promotions,3.9,362,800,25,--,Retail | Hyderabad +110 other locations,NA
3064,Suzuki,"Company Culture, Job Security, Salary",,3.8,361,1.2k,38,--,Automobile | Ahmedabad +60 other locations,NA
3065,Avineon India,"Company Culture, Work Life Balance, Job Security",Promotions,4.1,361,1.4k,31,5,IT Services & Consulting | Hyderabad +9 other locations,NA
3066,N Ranga Rao And Sons,"Company Culture, Work Life Balance",Promotions,3.9,361,975,14,--,FMCG | Mysuru +77 other locations,NA
3067,GGS Information Services,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,3.9,361,2k,29,2,IT Services & Consulting | Chennai +10 other locations,NA
3068,QUADRANT TECHNOLOGIES INDIA PRIVATE LIMITED,Work Life Balance,,3.8,361,2.1k,59,21,Recruitment | Hyderabad +12 other locations,NA
3069,Time Technoplast,Job Security,"Promotions, Salary, Company Culture",3.8,361,1.8k,15,6,Petrochemicals | Mumbai +34 other locations,NA
3070,TRL Krosaki Refractories,Job Security,Promotions,3.9,361,1.6k,36,22,Metals & Mining | Jharsuguda +22 other locations,NA
3071,SEIL Energy India,"Job Security, Work Life Balance, Company Culture",Promotions,4.0,361,1.5k,19,--,Power | Nellore +35 other locations,NA
3072,Adani Electricity,"Promotions, Job Security, Company Culture",,3.4,362,1.7k,24,--,Power | Mumbai +39 other locations,NA
3073,Utkarsh India,"Company Culture, Work Life Balance, Promotions",,3.6,361,1.2k,52,--,Iron & Steel | Kolkata +20 other locations,NA
3074,Cedcoss Technologies,"Job Security, Company Culture, Work Life Balance",,3.0,360,1.9k,52,12,IT Services & Consulting | Lucknow +3 other locations,NA
3075,Tribhovandas Bhimji Zaveri,"Job Security, Work Life Balance, Skill Development",,4.1,360,1.1k,9,7,Metals & Mining | Mumbai +34 other locations,NA
3076,Syncfusion,Job Security,"Company Culture, Promotions, Salary",3.4,360,2.1k,55,--,Software Product | Chennai +5 other locations,NA
3077,Pegasystems,"Promotions, Work Satisfaction, Job Security",,3.6,361,3.2k,33,18,Software Product | Hyderabad +5 other locations,NA
3078,Zoomcar,"Job Security, Promotions, Company Culture",,3.7,360,1.6k,24,--,Internet | Bengaluru +29 other locations,NA
3079,Health India Tpa Services,"Promotions, Company Culture, Work Satisfaction",,3.2,361,1.4k,26,9,Insurance | Mumbai +33 other locations,NA
3080,Mitra SK,"Work Life Balance, Skill Development, Job Security","Promotions, Salary",3.9,359,1k,15,5,Other | Kolkata +48 other locations,NA
3081,Audi,Work Life Balance,"Promotions, Salary",3.7,359,1.2k,16,--,Automobile | New Delhi +55 other locations,NA
3082,NCCCL,"Promotions, Salary, Company Culture",,3.5,359,1.1k,18,2,Engineering & Construction | Bengaluru +24 other locations,NA
3083,VST Industries,Salary,"Promotions, Job Security, Company Culture",3.7,359,905,18,--,FMCG | Hyderabad +88 other locations,NA
3084,Hitachi Hi-Rel Power Electronics,"Job Security, Work Life Balance","Promotions, Salary",3.8,359,1.6k,24,11,Electronics Manufacturing | Ahmedabad +31 other locations,NA
3085,Emami Paper Mills,"Job Security, Work Life Balance, Company Culture",,4.1,359,819,54,3,Pulp & Paper | Balasore +8 other locations,NA
3086,Lalitha Jewellery,"Work Life Balance, Work Satisfaction, Job Security",Promotions,4.0,359,1k,22,12,Jewellery | Chennai +45 other locations,NA
3087,People Prime Worldwide,"Company Culture, Work Life Balance, Skill Development",,4.1,360,1.5k,55,6,Recruitment | Hyderabad +8 other locations,NA
3088,Lido Learning,"Job Security, Company Culture, Work Satisfaction",,2.1,359,1.5k,55,--,EdTech | Mumbai +18 other locations,NA
3089,Ryan International School,"Promotions, Company Culture, Work Satisfaction",,3.1,360,974,19,--,Education & Training | Mumbai +45 other locations,NA
3090,Wipro GE Health Care,"Company Culture, Job Security, Skill Development",,4.0,358,1.6k,17,--,IT Services & Consulting | Bengaluru +34 other locations,NA
3091,Ssipl Lifestyle,"Skill Development, Work Life Balance, Work Satisfaction",,4.1,358,951,6,8,Retail | New Delhi +49 other locations,NA
3092,Ample Technologies,"Promotions, Work Satisfaction",,3.7,358,1.5k,25,13,IT Services & Consulting | Bengaluru +29 other locations,NA
3093,Uneecops Technologies,Job Security,"Promotions, Work Satisfaction",3.7,359,2.1k,20,2,IT Services & Consulting | Noida +25 other locations,NA
3094,OneSource Specialty Pharma Limited,Promotions,,3.8,358,1.7k,43,--,Pharma | Bengaluru +7 other locations,NA
3095,Gujarat Alkalies & Chemicals,"Work Life Balance, Job Security, Company Culture",,4.6,358,1.5k,28,10,Chemicals | Bharuch +15 other locations,NA
3096,New Opportunity Consultancy,"Work Life Balance, Work Satisfaction, Skill Development",,4.1,358,965,10,83,Recruitment | Coimbatore +141 other locations,NA
3097,Qentelli,Salary,"Job Security, Promotions",3.6,358,1.9k,27,74,IT Services & Consulting | Hyderabad +4 other locations,NA
3098,RWS Group,"Promotions, Job Security, Skill Development",,3.5,358,2.2k,30,17,IT Services & Consulting | Indore +22 other locations,NA
3099,TMF Group,Work Life Balance,"Promotions, Salary, Work Satisfaction",3.7,357,1.9k,28,101,Financial Services | Pune +11 other locations,NA
3100,Udaan India - The Original Visa Company,"Skill Development, Salary, Company Culture",,4.3,357,1.5k,23,--,Bengaluru +77 other locations,NA
3101,Vini Cosmetics,Salary,"Job Security, Promotions",3.9,357,846,16,--,Beauty & Personal Care | Mumbai +97 other locations,NA
3102,Motherson Technology Services,Job Security,"Promotions, Company Culture, Skill Development",3.3,357,2.2k,36,1,IT Services & Consulting | Noida +12 other locations,NA
3103,Adarsh Credit Co-Operative Society,"Salary, Work Life Balance, Skill Development",,4.4,356,521,5,--,Investment Banking / Venture Capital / Private Equity | Ahmedabad +138 other locations,NA
3104,Harjai Computers,"Promotions, Job Security, Skill Development",,3.2,356,1.7k,36,4,Recruitment | Mumbai +14 other locations,NA
3105,Carraro,"Job Security, Work Life Balance, Company Culture",Promotions,4.0,356,1.4k,15,--,Industrial Machinery | Pune +5 other locations,NA
3106,Holcim,"Promotions, Work Satisfaction, Skill Development",,3.5,356,2k,24,20,Building Material | Mumbai +36 other locations,NA
3107,Godrej Infotech,"Job Security, Work Life Balance","Salary, Promotions, Work Satisfaction",3.7,356,2.1k,33,3,IT Services & Consulting | Mumbai +18 other locations,NA
3108,INOX Air Products,"Job Security, Work Life Balance",Promotions,4.0,357,1.8k,24,--,Oil & Gas | Pune +58 other locations,NA
3109,The Park Hotels,Job Security,Promotions,3.9,356,1.2k,10,--,Hospitality | Kolkata +25 other locations,NA
3110,DotPe,"Job Security, Promotions, Work Satisfaction",,3.1,356,1.6k,43,3,IT Services & Consulting | Gurugram +23 other locations,NA
3111,GTPL-KCBPL,"Company Culture, Work Life Balance, Job Security","Promotions, Salary",4.0,356,465,45,--,Telecom | Kolkata +36 other locations,NA
3112,Schaeffer & Sam,"Promotions, Work Satisfaction, Company Culture",,3.3,355,763,13,--,Accounting & Auditing | Mumbai +24 other locations,NA
3113,Duroflex,Promotions,,4.0,355,1.6k,27,4,Furniture & Furnishing | Bengaluru +49 other locations,NA
3114,Protiviti India Member,"Promotions, Company Culture, Work Satisfaction",,2.7,356,1.7k,37,138,Management Consulting | Mumbai +28 other locations,NA
3115,Technocon Services,"Promotions, Salary, Work Satisfaction",,3.3,355,888,48,1,Engineering & Construction | Kolkata +39 other locations,NA
3116,Campus Activewear,"Work Life Balance, Salary, Company Culture",Promotions,4.0,356,1.5k,22,5,Fashion & Textile | New Delhi +48 other locations,NA
3117,Choice Consultancy Services,"Job Security, Promotions, Salary",,3.7,355,1.1k,16,--,Management Consulting | Mumbai +68 other locations,NA
3118,Eaton India Innovation Center,"Job Security, Salary","Promotions, Work Satisfaction, Skill Development",3.7,354,2.3k,40,--,Engineering & Construction | Pune +2 other locations,NA
3119,Ventura Securities,"Job Security, Work Life Balance, Company Culture",Promotions,4.0,354,1.3k,33,9,Financial Services | Mumbai +42 other locations,NA
3120,Windlas Biotech,"Work Life Balance, Salary",Promotions,3.9,354,1.4k,27,11,Pharma | Dehradun +15 other locations,NA
3121,Aarti Drugs,"Promotions, Salary, Company Culture",,3.5,354,1.5k,24,4,Pharma | Mumbai +12 other locations,NA
3122,Lam Research,"Company Culture, Salary","Promotions, Work Satisfaction, Job Security",3.8,354,2.7k,58,130,Semiconductors | Bengaluru +3 other locations,NA
3123,B S R & Co Llp,"Work Life Balance, Work Satisfaction, Promotions",,3.1,354,3.8k,25,54,Accounting & Auditing | Mumbai +22 other locations,NA
3124,Jumio,Salary,"Job Security, Skill Development, Promotions",3.8,354,998,17,6,Emerging Technologies | Jaipur +12 other locations,NA
3125,METRO Global Solutions Center,"Promotions, Salary, Work Satisfaction",,3.4,354,1.4k,17,--,IT Services & Consulting | Pune +9 other locations,NA
3126,Vaibhav Global,"Promotions, Job Security, Work Satisfaction",,3.1,354,1.5k,26,32,Jewellery | Jaipur +11 other locations,NA
3127,Intelizign Lifecycle Services,"Promotions, Salary",,3.6,354,2.6k,45,25,IT Services & Consulting | Pune +7 other locations,NA
3128,R.K.M Powergen,"Work Life Balance, Work Satisfaction",Promotions,3.9,354,1.1k,24,--,Power | Raigarh +17 other locations,NA
3129,Debtcare Enterprises,"Company Culture, Skill Development, Work Life Balance",,4.3,353,310,13,1,Investment Banking / Venture Capital / Private Equity | Hyderabad +17 other locations,NA
3130,McNROE,"Salary, Company Culture, Work Life Balance",Promotions,3.9,353,1.1k,23,9,FMCG | Kolkata +65 other locations,NA
3131,Vatika Group,"Work Life Balance, Job Security, Company Culture",,4.2,353,1.3k,17,--,Hospitality | Gurugram +18 other locations,NA
3132,Swiss Re,"Work Life Balance, Company Culture","Promotions, Job Security, Work Satisfaction",3.7,353,2.9k,49,285,Insurance | Bengaluru +6 other locations,NA
3133,Transguard Group,Promotions,,3.8,354,486,20,--,Law Enforcement & Security | Dubai +25 other locations,NA
3134,Hygienic Research Institute,"Work Life Balance, Company Culture, Salary","Promotions, Skill Development",3.8,353,1.1k,18,7,Beauty & Personal Care | Mumbai +60 other locations,NA
3135,Seth M R Jaipuria School,"Promotions, Job Security, Salary",,3.6,353,899,29,6,Education & Training | Lucknow +50 other locations,NA
3136,Mitsubishi Electric Automotive India,"Company Culture, Work Life Balance, Salary",Promotions,4.4,353,930,29,--,Automobile | Gurugram +16 other locations,NA
3137,Medall Healthcare,"Promotions, Job Security, Work Satisfaction",,3.6,352,1.1k,6,1,Healthcare | Chennai +52 other locations,NA
3138,Ven Consulting,"Job Security, Promotions, Company Culture",,3.2,353,906,43,--,Recruitment | Bengaluru +62 other locations,NA
3139,DEN Networks,"Work Life Balance, Company Culture, Work Satisfaction","Promotions, Salary",3.8,352,1.5k,14,6,Broadcasting | New Delhi +48 other locations,NA
3140,MAHLE Behr India,Job Security,"Promotions, Work Satisfaction, Work Life Balance",3.6,352,860,13,13,Auto Components | Pune +11 other locations,NA
3141,Deenanath Mangeshkar Hospital,"Job Security, Skill Development","Promotions, Salary",3.8,352,979,17,29,Healthcare | Pune +11 other locations,NA
3142,Autocomp Corporation Panse,"Company Culture, Promotions, Work Life Balance",,3.4,352,1.5k,23,12,Auto Components | Pune +12 other locations,NA
3143,SBI Payment Services,Work Life Balance,Promotions,4.0,352,1.2k,29,21,Financial Services | Mumbai +122 other locations,NA
3144,Al Tasnim Enterprises,"Promotions, Company Culture, Work Satisfaction",,3.5,352,1.3k,17,--,Engineering & Construction | Muscat +18 other locations,NA
3145,MSP Steel & Power,"Job Security, Skill Development",Promotions,3.8,352,1.1k,36,4,Iron & Steel | Raigarh +19 other locations,NA
3146,Woodenstreet.com,"Promotions, Job Security, Company Culture",,3.4,352,1.5k,28,16,Furniture & Furnishing | Udaipur +28 other locations,NA
3147,Gupta Power Infrastructure,"Promotions, Salary, Company Culture",,3.0,351,1.3k,14,--,Power | Bhubaneswar +42 other locations,NA
3148,Vijay Nirman Company,"Promotions, Salary, Company Culture",,3.6,351,880,8,--,Engineering & Construction | Hyderabad +33 other locations,NA
3149,Adient,"Company Culture, Work Life Balance, Job Security",Promotions,4.0,351,1.9k,21,2,Auto Components | Pune +13 other locations,NA
3150,e-Zest,Work Life Balance,Promotions,3.9,351,3.5k,30,25,IT Services & Consulting | Pune +6 other locations,NA
3151,Yalamanchili Software Exports,"Promotions, Salary, Company Culture",,3.1,351,1.4k,18,2,Software Product | Chennai +12 other locations,NA
3152,Netcore Cloud Private Limited,"Job Security, Company Culture, Work Life Balance",,4.2,351,1.7k,32,36,Marketing & Advertising | Mumbai +12 other locations,NA
3153,Borosil Glass Works,Salary,"Work Satisfaction, Promotions",3.7,352,1.7k,14,4,Packaging | Jaipur +37 other locations,NA
3154,WPP,"Promotions, Work Satisfaction, Skill Development",,2.9,351,2.4k,21,59,Marketing & Advertising | Mumbai +11 other locations,NA
3155,Akumentis Healthcare,"Promotions, Skill Development, Salary",,3.4,350,852,18,--,Healthcare | Mumbai +52 other locations,NA
3156,Zydex Industries,"Company Culture, Work Life Balance",Promotions,3.9,350,1.1k,22,17,Chemicals | Vadodara +72 other locations,NA
3157,Cotmac Electronics,"Promotions, Company Culture, Work Life Balance",,3.7,350,1.5k,25,21,Industrial Automation | Pune +24 other locations,NA
3158,TCI Supply Chain Solutions,"Job Security, Skill Development, Company Culture",,4.0,350,856,21,--,Logistics | Gurugram +57 other locations,NA
3159,Worldline,Work Life Balance,"Promotions, Work Satisfaction, Skill Development",3.6,351,2.3k,42,10,FinTech | Mumbai +15 other locations,NA
3160,Light Microfinance,"Salary, Skill Development",Job Security,3.8,351,900,19,4,NBFC | Ahmedabad +119 other locations,NA
3161,Sequel Logistics,"Job Security, Work Life Balance, Salary",Promotions,4.0,350,1.2k,19,1,Logistics | Bengaluru +48 other locations,NA
3162,JSW One Platforms,"Promotions, Work Satisfaction, Skill Development",,2.9,350,1.6k,47,5,Internet | Mumbai +39 other locations,NA
3163,Yamaha Motor India Sales,"Work Life Balance, Job Security",Promotions,4.1,350,978,17,1,Automobile | Chennai +58 other locations,NA
3164,Orchid Pharma,Job Security,"Promotions, Salary",3.7,350,1.1k,46,--,Pharma | Chennai +16 other locations,NA
3165,DCM Shriram Industries,"Job Security, Work Life Balance, Salary",Promotions,4.1,350,1.5k,19,--,Chemicals | Meerut +36 other locations,NA
3166,Shaadi.com,"Job Security, Promotions, Company Culture",,3.4,350,1.3k,34,20,Internet | Mumbai +26 other locations,NA
3167,EPIQ Systems,Work Life Balance,"Job Security, Promotions, Skill Development",3.4,349,2k,18,12,Legal | Hyderabad +9 other locations,NA
3168,Sekisui Dljm Molding,Promotions,,3.9,349,1.4k,21,--,Auto Components | Chennai +19 other locations,NA
3169,Parul University,"Promotions, Salary, Company Culture",,3.3,349,1.2k,26,36,Education & Training | Vadodara +37 other locations,NA
3170,ACB (India),"Job Security, Work Life Balance","Promotions, Salary, Skill Development",3.8,349,1.5k,19,1,Oil & Gas | Korba +29 other locations,NA
3171,Jaguar Security Services,"Salary, Company Culture, Work Life Balance",,4.5,349,922,29,12,Law Enforcement & Security | Bengaluru +22 other locations,NA
3172,Rashtriya Chemicals and Fertilizers,"Job Security, Work Life Balance, Company Culture",,4.4,349,858,18,--,Agro Chemicals | Mumbai +32 other locations,NA
3173,Bain & Company,"Company Culture, Salary","Promotions, Work Life Balance, Work Satisfaction",3.7,349,5.7k,118,20,Management Consulting | Gurugram +7 other locations,NA
3174,Stefanini,"Promotions, Work Satisfaction, Job Security",,2.7,349,2k,38,8,IT Services & Consulting | Noida +12 other locations,NA
3175,Prem Motors,"Promotions, Salary",,3.7,349,1.1k,15,2,Automobile | Gwalior +21 other locations,NA
3176,Control Print,"Company Culture, Work Life Balance, Job Security",,4.1,349,1.2k,84,17,Industrial Machinery | Mumbai +44 other locations,NA
